team_name,strategy_name,seed,calendar_hour,pos_x,pos_y,fitness
identical,synchronic,4,25,-65,65,-8350
identical,synchronic,4,26,-65,65,-8350
identical,synchronic,4,27,-65,65,-8350
identical,synchronic,4,28,-61,63,-7590
identical,synchronic,4,29,-60,57,-6749
identical,synchronic,4,30,-61,52,-6325
identical,synchronic,4,31,-61,52,-6325
identical,synchronic,4,32,-61,52,-6325
identical,synchronic,4,33,-57,46,-5265
identical,synchronic,4,34,-57,46,-5265
identical,synchronic,4,35,-59,43,-5230
identical,synchronic,4,36,-59,43,-5230
identical,synchronic,4,37,-59,43,-5230
identical,synchronic,4,38,-59,43,-5230
identical,synchronic,4,39,-59,43,-5230
identical,synchronic,4,40,-54,49,-5217
identical,synchronic,4,41,-51,52,-5205
identical,synchronic,4,42,-51,52,-5205
identical,synchronic,4,43,-51,52,-5205
identical,synchronic,4,44,-51,52,-5205
identical,synchronic,4,45,-51,50,-5001
identical,synchronic,4,46,-51,50,-5001
identical,synchronic,4,47,-51,50,-5001
identical,synchronic,4,48,-51,50,-5001
identical,synchronic,4,49,-46,44,-3952
identical,synchronic,5,0,-100,100,-19900
identical,synchronic,5,1,-100,100,-19900
identical,synchronic,5,2,-92,104,-19180
identical,synchronic,5,3,-92,102,-18768
identical,synchronic,5,4,-93,99,-18350
identical,synchronic,5,5,-93,99,-18350
identical,synchronic,5,6,-93,99,-18350
identical,synchronic,5,7,-96,96,-18332
identical,synchronic,5,8,-96,96,-18332
identical,synchronic,5,9,-96,96,-18332
identical,synchronic,5,10,-96,96,-18332
identical,synchronic,5,11,-91,96,-17397
identical,synchronic,5,12,-91,96,-17397
identical,synchronic,5,13,-91,96,-17397
identical,synchronic,5,14,-86,91,-15577
identical,synchronic,5,15,-85,86,-14521
identical,synchronic,5,16,-77,76,-11605
identical,synchronic,5,17,-77,76,-11605
identical,synchronic,5,18,-76,73,-11005
identical,synchronic,5,19,-76,73,-11005
identical,synchronic,5,20,-76,73,-11005
identical,synchronic,5,21,-76,73,-11005
identical,synchronic,5,22,-76,73,-11005
identical,synchronic,5,23,-76,73,-11005
identical,synchronic,5,24,-76,73,-11005
identical,synchronic,5,25,-68,71,-9565
identical,synchronic,5,26,-60,69,-8261
identical,synchronic,5,27,-57,71,-8190
identical,synchronic,5,28,-57,71,-8190
identical,synchronic,5,29,-57,71,-8190
identical,synchronic,5,30,-57,71,-8190
identical,synchronic,5,31,-57,71,-8190
identical,synchronic,5,32,-47,67,-6598
identical,synchronic,5,33,-47,67,-6598
identical,synchronic,5,34,-44,66,-6192
identical,synchronic,5,35,-46,62,-5860
identical,synchronic,5,36,-37,61,-4990
identical,synchronic,5,37,-37,61,-4990
identical,synchronic,5,38,-37,61,-4990
identical,synchronic,5,39,-38,57,-4593
identical,synchronic,5,40,-31,61,-4582
identical,synchronic,5,41,-32,58,-4288
identical,synchronic,5,42,-32,57,-4173
identical,synchronic,5,43,-32,57,-4173
identical,synchronic,5,44,-34,54,-3972
identical,synchronic,5,45,-34,54,-3972
identical,synchronic,5,46,-34,53,-3865
identical,synchronic,5,47,-32,48,-3228
identical,synchronic,5,48,-32,48,-3228
identical,synchronic,5,49,-32,48,-3228
identical,synchronic,6,0,-95,96,-18141
identical,synchronic,6,1,-95,87,-16494
identical,synchronic,6,2,-88,80,-14044
identical,synchronic,6,3,-88,80,-14044
identical,synchronic,6,4,-80,86,-13696
identical,synchronic,6,5,-80,86,-13696
identical,synchronic,6,6,-80,86,-13696
identical,synchronic,6,7,-79,83,-13030
identical,synchronic,6,8,-80,82,-13024
identical,synchronic,6,9,-80,82,-13024
identical,synchronic,6,10,-76,77,-11605
identical,synchronic,6,11,-75,76,-11301
identical,synchronic,6,12,-75,76,-11301
identical,synchronic,6,13,-75,76,-11301
identical,synchronic,6,14,-73,76,-11005
identical,synchronic,6,15,-73,76,-11005
identical,synchronic,6,16,-73,76,-11005
identical,synchronic,6,17,-74,74,-10852
identical,synchronic,6,18,-74,72,-10560
identical,synchronic,6,19,-74,72,-10560
identical,synchronic,6,20,-74,72,-10560
identical,synchronic,6,21,-76,68,-10300
identical,synchronic,6,22,-72,69,-9845
identical,synchronic,6,23,-72,69,-9845
identical,synchronic,6,24,-72,69,-9845
identical,synchronic,6,25,-72,69,-9845
identical,synchronic,6,26,-72,69,-9845
identical,synchronic,6,27,-67,71,-9430
identical,synchronic,6,28,-67,71,-9430
identical,synchronic,6,29,-60,71,-8541
identical,synchronic,6,30,-57,69,-7910
identical,synchronic,6,31,-57,69,-7910
identical,synchronic,6,32,-57,69,-7910
identical,synchronic,6,33,-57,69,-7910
identical,synchronic,6,34,-54,64,-6912
identical,synchronic,6,35,-54,64,-6912
identical,synchronic,6,36,-49,56,-5437
identical,synchronic,6,37,-49,56,-5437
identical,synchronic,6,38,-47,56,-5245
identical,synchronic,6,39,-47,56,-5245
identical,synchronic,6,40,-47,56,-5245
identical,synchronic,6,41,-46,53,-4825
identical,synchronic,6,42,-46,53,-4825
identical,synchronic,6,43,-46,53,-4825
identical,synchronic,6,44,-46,53,-4825
identical,synchronic,6,45,-46,53,-4825
identical,synchronic,6,46,-43,51,-4350
identical,synchronic,6,47,-44,50,-4336
identical,synchronic,6,48,-35,50,-3625
identical,synchronic,6,49,-26,51,-3177
identical,synchronic,7,0,-100,100,-19900
identical,synchronic,7,1,-100,100,-19900
identical,synchronic,7,2,-100,100,-19900
identical,synchronic,7,3,-100,100,-19900
identical,synchronic,7,4,-100,100,-19900
identical,synchronic,7,5,-100,99,-19701
identical,synchronic,7,6,-98,92,-17968
identical,synchronic,7,7,-89,92,-16285
identical,synchronic,7,8,-89,92,-16285
identical,synchronic,7,9,-85,94,-15961
identical,synchronic,7,10,-81,86,-13857
identical,synchronic,7,11,-72,84,-12140
identical,synchronic,7,12,-74,79,-11617
identical,synchronic,7,13,-71,78,-11025
identical,synchronic,7,14,-71,78,-11025
identical,synchronic,7,15,-71,78,-11025
identical,synchronic,7,16,-71,78,-11025
identical,synchronic,7,17,-71,78,-11025
identical,synchronic,7,18,-71,78,-11025
identical,synchronic,7,19,-75,74,-11001
identical,synchronic,7,20,-75,74,-11001
identical,synchronic,7,21,-65,75,-9750
identical,synchronic,7,22,-56,77,-8965
identical,synchronic,7,23,-53,73,-8038
identical,synchronic,7,24,-53,73,-8038
identical,synchronic,7,25,-53,73,-8038
identical,synchronic,7,26,-47,66,-6465
identical,synchronic,7,27,-47,66,-6465
identical,synchronic,7,28,-43,61,-5470
identical,synchronic,7,29,-43,61,-5470
identical,synchronic,7,30,-43,61,-5470
identical,synchronic,7,31,-39,58,-4785
identical,synchronic,7,32,-38,58,-4708
identical,synchronic,7,33,-39,50,-3921
identical,synchronic,7,34,-35,52,-3829
identical,synchronic,7,35,-31,51,-3462
identical,synchronic,7,36,-31,51,-3462
identical,synchronic,7,37,-31,51,-3462
identical,synchronic,7,38,-31,51,-3462
identical,synchronic,7,39,-26,52,-3280
identical,synchronic,7,40,-26,52,-3280
identical,synchronic,7,41,-26,52,-3280
identical,synchronic,7,42,-26,52,-3280
identical,synchronic,7,43,-26,52,-3280
identical,synchronic,7,44,-26,48,-2880
identical,synchronic,7,45,-21,41,-2022
identical,synchronic,7,46,-21,41,-2022
identical,synchronic,7,47,-21,41,-2022
identical,synchronic,7,48,-17,41,-1870
identical,synchronic,7,49,-17,41,-1870
identical,synchronic,8,0,-97,96,-18525
identical,synchronic,8,1,-88,99,-17445
identical,synchronic,8,2,-86,98,-16900
identical,synchronic,8,3,-86,98,-16900
identical,synchronic,8,4,-80,101,-16501
identical,synchronic,8,5,-80,101,-16501
identical,synchronic,8,6,-80,101,-16501
identical,synchronic,8,7,-80,101,-16501
identical,synchronic,8,8,-80,101,-16501
identical,synchronic,8,9,-80,101,-16501
identical,synchronic,8,10,-80,101,-16501
identical,synchronic,8,11,-80,101,-16501
identical,synchronic,8,12,-80,101,-16501
identical,synchronic,8,13,-80,101,-16501
identical,synchronic,8,14,-75,97,-14934
identical,synchronic,8,15,-75,97,-14934
identical,synchronic,8,16,-70,98,-14404
identical,synchronic,8,17,-62,94,-12580
identical,synchronic,8,18,-58,92,-11728
identical,synchronic,8,19,-62,86,-11140
identical,synchronic,8,20,-62,86,-11140
identical,synchronic,8,21,-62,86,-11140
identical,synchronic,8,22,-62,86,-11140
identical,synchronic,8,23,-60,77,-9429
identical,synchronic,8,24,-60,77,-9429
identical,synchronic,8,25,-59,73,-8710
identical,synchronic,8,26,-59,73,-8710
identical,synchronic,8,27,-59,73,-8710
identical,synchronic,8,28,-59,73,-8710
identical,synchronic,8,29,-59,73,-8710
identical,synchronic,8,30,-59,73,-8710
identical,synchronic,8,31,-64,68,-8620
identical,synchronic,8,32,-64,68,-8620
identical,synchronic,8,33,-62,69,-8505
identical,synchronic,8,34,-58,64,-7360
identical,synchronic,8,35,-55,66,-7281
identical,synchronic,8,36,-48,64,-6300
identical,synchronic,8,37,-48,64,-6300
identical,synchronic,8,38,-42,62,-5508
identical,synchronic,8,39,-42,62,-5508
identical,synchronic,8,40,-46,56,-5152
identical,synchronic,8,41,-39,51,-4022
identical,synchronic,8,42,-39,51,-4022
identical,synchronic,8,43,-39,51,-4022
identical,synchronic,8,44,-39,51,-4022
identical,synchronic,8,45,-39,51,-4022
identical,synchronic,8,46,-36,48,-3500
identical,synchronic,8,47,-36,48,-3500
identical,synchronic,8,48,-28,49,-3085
identical,synchronic,8,49,-28,49,-3085
identical,synchronic,9,0,-95,102,-19329
identical,synchronic,9,1,-95,95,-17950
identical,synchronic,9,2,-95,95,-17950
identical,synchronic,9,3,-91,96,-17397
identical,synchronic,9,4,-82,93,-15273
identical,synchronic,9,5,-82,93,-15273
identical,synchronic,9,6,-88,87,-15213
identical,synchronic,9,7,-88,87,-15213
identical,synchronic,9,8,-92,79,-14605
identical,synchronic,9,9,-92,79,-14605
identical,synchronic,9,10,-89,77,-13750
identical,synchronic,9,11,-89,77,-13750
identical,synchronic,9,12,-89,73,-13150
identical,synchronic,9,13,-89,73,-13150
identical,synchronic,9,14,-80,77,-12229
identical,synchronic,9,15,-80,77,-12229
identical,synchronic,9,16,-82,73,-11953
identical,synchronic,9,17,-80,72,-11484
identical,synchronic,9,18,-82,67,-11113
identical,synchronic,9,19,-84,63,-10925
identical,synchronic,9,20,-84,63,-10925
identical,synchronic,9,21,-84,63,-10925
identical,synchronic,9,22,-85,57,-10374
identical,synchronic,9,23,-83,51,-9390
identical,synchronic,9,24,-83,51,-9390
identical,synchronic,9,25,-83,51,-9390
identical,synchronic,9,26,-82,50,-9124
identical,synchronic,9,27,-82,50,-9124
identical,synchronic,9,28,-82,50,-9124
identical,synchronic,9,29,-82,50,-9124
identical,synchronic,9,30,-83,44,-8725
identical,synchronic,9,31,-81,42,-8225
identical,synchronic,9,32,-81,42,-8225
identical,synchronic,9,33,-81,42,-8225
identical,synchronic,9,34,-81,42,-8225
identical,synchronic,9,35,-81,37,-7830
identical,synchronic,9,36,-76,39,-7197
identical,synchronic,9,37,-76,39,-7197
identical,synchronic,9,38,-74,34,-6532
identical,synchronic,9,39,-73,31,-6190
identical,synchronic,9,40,-73,31,-6190
identical,synchronic,9,41,-73,31,-6190
identical,synchronic,9,42,-73,31,-6190
identical,synchronic,9,43,-73,31,-6190
identical,synchronic,9,44,-73,31,-6190
identical,synchronic,9,45,-72,30,-5984
identical,synchronic,9,46,-72,30,-5984
identical,synchronic,9,47,-74,22,-5860
identical,synchronic,9,48,-74,18,-5700
identical,synchronic,9,49,-73,18,-5553
identical,synchronic,10,0,-97,101,-19510
identical,synchronic,10,1,-97,101,-19510
identical,synchronic,10,2,-97,101,-19510
identical,synchronic,10,3,-97,101,-19510
identical,synchronic,10,4,-96,99,-18917
identical,synchronic,10,5,-96,99,-18917
identical,synchronic,10,6,-96,99,-18917
identical,synchronic,10,7,-96,99,-18917
identical,synchronic,10,8,-96,99,-18917
identical,synchronic,10,9,-90,93,-16649
identical,synchronic,10,10,-90,93,-16649
identical,synchronic,10,11,-90,93,-16649
identical,synchronic,10,12,-87,90,-15569
identical,synchronic,10,13,-87,90,-15569
identical,synchronic,10,14,-82,94,-15460
identical,synchronic,10,15,-82,94,-15460
identical,synchronic,10,16,-82,94,-15460
identical,synchronic,10,17,-76,93,-14325
identical,synchronic,10,18,-68,92,-12988
identical,synchronic,10,19,-68,91,-12805
identical,synchronic,10,20,-68,91,-12805
identical,synchronic,10,21,-68,91,-12805
identical,synchronic,10,22,-68,91,-12805
identical,synchronic,10,23,-68,91,-12805
identical,synchronic,10,24,-67,82,-11113
identical,synchronic,10,25,-67,82,-11113
identical,synchronic,10,26,-67,82,-11113
identical,synchronic,10,27,-66,81,-10817
identical,synchronic,10,28,-66,81,-10817
identical,synchronic,10,29,-66,81,-10817
identical,synchronic,10,30,-66,81,-10817
identical,synchronic,10,31,-62,80,-10144
identical,synchronic,10,32,-63,72,-9053
identical,synchronic,10,33,-63,72,-9053
identical,synchronic,10,34,-63,72,-9053
identical,synchronic,10,35,-63,72,-9053
identical,synchronic,10,36,-58,76,-9040
identical,synchronic,10,37,-62,70,-8644
identical,synchronic,10,38,-62,65,-7969
identical,synchronic,10,39,-65,55,-7150
identical,synchronic,10,40,-64,45,-6021
identical,synchronic,10,41,-64,45,-6021
identical,synchronic,10,42,-60,38,-4944
identical,synchronic,10,43,-61,35,-4846
identical,synchronic,10,44,-59,33,-4470
identical,synchronic,10,45,-59,33,-4470
identical,synchronic,10,46,-54,33,-3905
identical,synchronic,10,47,-55,28,-3709
identical,synchronic,10,48,-55,28,-3709
identical,synchronic,10,49,-55,28,-3709
identical,synchronic,11,0,-100,100,-19900
identical,synchronic,11,1,-102,97,-19713
identical,synchronic,11,2,-102,97,-19713
identical,synchronic,11,3,-102,97,-19713
identical,synchronic,11,4,-102,97,-19713
identical,synchronic,11,5,-102,97,-19713
identical,synchronic,11,6,-102,97,-19713
identical,synchronic,11,7,-100,98,-19504
identical,synchronic,11,8,-96,91,-17397
identical,synchronic,11,9,-96,90,-17216
identical,synchronic,11,10,-96,90,-17216
identical,synchronic,11,11,-96,90,-17216
identical,synchronic,11,12,-91,88,-15925
identical,synchronic,11,13,-86,82,-14020
identical,synchronic,11,14,-78,87,-13553
identical,synchronic,11,15,-78,87,-13553
identical,synchronic,11,16,-78,87,-13553
identical,synchronic,11,17,-81,81,-13022
identical,synchronic,11,18,-81,81,-13022
identical,synchronic,11,19,-81,81,-13022
identical,synchronic,11,20,-81,79,-12702
identical,synchronic,11,21,-76,83,-12565
identical,synchronic,11,22,-76,83,-12565
identical,synchronic,11,23,-76,83,-12565
identical,synchronic,11,24,-66,79,-10497
identical,synchronic,11,25,-63,80,-10269
identical,synchronic,11,26,-66,77,-10185
identical,synchronic,11,27,-66,77,-10185
identical,synchronic,11,28,-62,69,-8505
identical,synchronic,11,29,-62,69,-8505
identical,synchronic,11,30,-53,76,-8485
identical,synchronic,11,31,-47,78,-8193
identical,synchronic,11,32,-47,78,-8193
identical,synchronic,11,33,-47,78,-8193
identical,synchronic,11,34,-47,78,-8193
identical,synchronic,11,35,-48,77,-8133
identical,synchronic,11,36,-48,77,-8133
identical,synchronic,11,37,-42,76,-7440
identical,synchronic,11,38,-42,76,-7440
identical,synchronic,11,39,-44,74,-7312
identical,synchronic,11,40,-44,73,-7165
identical,synchronic,11,41,-44,73,-7165
identical,synchronic,11,42,-44,73,-7165
identical,synchronic,11,43,-50,66,-6756
identical,synchronic,11,44,-50,66,-6756
identical,synchronic,11,45,-50,66,-6756
identical,synchronic,11,46,-50,66,-6756
identical,synchronic,11,47,-51,58,-5865
identical,synchronic,11,48,-56,53,-5845
identical,synchronic,11,49,-55,44,-4861
identical,synchronic,12,0,-99,98,-19305
identical,synchronic,12,1,-98,97,-18913
identical,synchronic,12,2,-100,92,-18364
identical,synchronic,12,3,-92,97,-17773
identical,synchronic,12,4,-92,97,-17773
identical,synchronic,12,5,-92,95,-17389
identical,synchronic,12,6,-85,92,-15589
identical,synchronic,12,7,-85,92,-15589
identical,synchronic,12,8,-85,92,-15589
identical,synchronic,12,9,-81,86,-13857
identical,synchronic,12,10,-86,79,-13537
identical,synchronic,12,11,-86,79,-13537
identical,synchronic,12,12,-86,79,-13537
identical,synchronic,12,13,-86,79,-13537
identical,synchronic,12,14,-79,84,-13197
identical,synchronic,12,15,-76,78,-11760
identical,synchronic,12,16,-74,78,-11460
identical,synchronic,12,17,-72,77,-11013
identical,synchronic,12,18,-72,77,-11013
identical,synchronic,12,19,-72,77,-11013
identical,synchronic,12,20,-74,74,-10852
identical,synchronic,12,21,-70,76,-10576
identical,synchronic,12,22,-70,76,-10576
identical,synchronic,12,23,-70,76,-10576
identical,synchronic,12,24,-66,74,-9732
identical,synchronic,12,25,-66,74,-9732
identical,synchronic,12,26,-66,74,-9732
identical,synchronic,12,27,-65,74,-9601
identical,synchronic,12,28,-57,69,-7910
identical,synchronic,12,29,-57,69,-7910
identical,synchronic,12,30,-57,69,-7910
identical,synchronic,12,31,-57,69,-7910
identical,synchronic,12,32,-61,63,-7590
identical,synchronic,12,33,-61,63,-7590
identical,synchronic,12,34,-58,63,-7233
identical,synchronic,12,35,-55,64,-7021
identical,synchronic,12,36,-57,60,-6749
identical,synchronic,12,37,-52,63,-6573
identical,synchronic,12,38,-54,59,-6297
identical,synchronic,12,39,-59,51,-5982
identical,synchronic,12,40,-59,51,-5982
identical,synchronic,12,41,-56,50,-5536
identical,synchronic,12,42,-58,47,-5473
identical,synchronic,12,43,-52,40,-4204
identical,synchronic,12,44,-52,34,-3760
identical,synchronic,12,45,-51,34,-3657
identical,synchronic,12,46,-51,34,-3657
identical,synchronic,12,47,-44,33,-2925
identical,synchronic,12,48,-41,33,-2670
identical,synchronic,12,49,-43,29,-2590
identical,synchronic,13,0,-100,100,-19900
identical,synchronic,13,1,-100,100,-19900
identical,synchronic,13,2,-108,90,-19664
identical,synchronic,13,3,-102,87,-17873
identical,synchronic,13,4,-102,87,-17873
identical,synchronic,13,5,-102,87,-17873
identical,synchronic,13,6,-102,87,-17873
identical,synchronic,13,7,-102,86,-17700
identical,synchronic,13,8,-101,85,-17326
identical,synchronic,13,9,-105,80,-17325
identical,synchronic,13,10,-101,83,-16990
identical,synchronic,13,11,-94,84,-15792
identical,synchronic,13,12,-95,80,-15325
